citacao;ocorrencias;qtd_skills;skills
PROC 5042696-84.2018.4.04.0000;2;1;coisa-julgada-previdenciaria
PROC 5018748-67.2023.4.03.0000;2;1;coisa-julgada-previdenciaria
PROC 5012947-11.2022.4.04.7201;2;1;coisa-julgada-previdenciaria
RESP 1217377;2;1;coisa-julgada-previdenciaria
PROC 5039976-08.2022.4.04.0000;2;1;coisa-julgada-previdenciaria
PORTARIA 1553/2023;2;1;contribuicoes-complementacao-ec103
RE 593068;2;2;contribuicoes-complementacao-ec103, periodo-graca-qualidade-segurado
RESP 2199944;2;1;decadencia-revisao-previdenciaria
TEMA 170/TNU;2;1;defesa-probatoria-especial
LEI 10436/2002;2;1;deficiencia-auditiva-previdenciaria
DECRETO 5626/2005;2;1;deficiencia-auditiva-previdenciaria
LEI 17293/2020;2;2;deficiencia-auditiva-previdenciaria, direitos-pcd-previdenciarios
LEI 12212/2010;2;2;deficiencia-auditiva-previdenciaria, direitos-pcd-previdenciarios
DECRETO 7583/2011;2;2;deficiencia-auditiva-previdenciaria, direitos-pcd-previdenciarios
DECRETO 3691/2000;2;2;deficiencia-auditiva-previdenciaria, direitos-pcd-previdenciarios
LEI 10048/2000;2;2;deficiencia-auditiva-previdenciaria, direitos-pcd-previdenciarios
LEI 12933/2013;2;2;deficiencia-auditiva-previdenciaria, direitos-pcd-previdenciarios
DECRETO 8537/2015;2;2;deficiencia-auditiva-previdenciaria, direitos-pcd-previdenciarios
LEI 11977/2009;2;2;deficiencia-auditiva-previdenciaria, direitos-pcd-previdenciarios
RESP 1954424;2;1;documentos-comprobatorios-in128
PROC 0001464-74.2009.2.00.0000;2;1;documentos-comprobatorios-in128
RE 414550;2;1;documentos-comprobatorios-in128
PROC 5048697-22.2017.4.04.0000;2;1;execucao-cumprimento-previdenciario
PROC 5044361-72.2017.4.04.0000;2;1;execucao-cumprimento-previdenciario
RE 1205530;2;1;execucao-cumprimento-previdenciario
SUMULA 354/STF;2;1;execucao-cumprimento-previdenciario
RE 666589;2;1;execucao-cumprimento-previdenciario
PROC 5036774-34.2020.4.04.7100;2;1;execucao-cumprimento-previdenciario
RE 870947;2;1;execucao-cumprimento-previdenciario
LEI 8078/1990;2;1;formacao-documentacao-did-pcd
SUMULA 609/STJ;2;1;formacao-documentacao-did-pcd
PORTARIA 1820/2009;2;1;formacao-documentacao-did-pcd
RESP 1240190;2;1;impugnacao-cumprimento-concomitantes
PEDILEF 5068010-43.2016.4.04.7100;2;2;impugnacao-cumprimento-concomitantes, precedentes-previdenciarios
PROC 5068010-43.2016.4.04.7100;2;2;impugnacao-cumprimento-concomitantes, precedentes-previdenciarios
PROC 5004912-76.2018.4.03.9999;2;1;incidentes-instrucao-crps
RESP 1856967;2;1;incidentes-instrucao-crps
PROC 5010882-81.2018.4.03.0000;2;1;incidentes-instrucao-crps
DECRETO 10410;2;1;indenizacao-contribuicoes-atraso
SUMULA 75/TNU;2;1;indenizacao-contribuicoes-atraso
PROC 5010449-27.2022.4.04.7205;2;1;indenizacao-contribuicoes-atraso
PROC 5000777-95.2022.4.04.7204;2;1;indenizacao-contribuicoes-atraso
PROC 5001579-12.2021.4.04.7210;2;1;indenizacao-contribuicoes-atraso
PROC 5036235-91.2021.4.04.0000;2;1;indenizacao-contribuicoes-atraso
PROC 5002439-75.2022.4.04.0000;2;1;indenizacao-contribuicoes-atraso
PROC 5002698-08.2021.4.04.7210;2;1;indenizacao-contribuicoes-atraso
PROC 5006782-76.2021.4.04.7202;2;1;indenizacao-contribuicoes-atraso
PROC 5026603-36.2024.4.04.0000;2;1;indenizacao-contribuicoes-atraso
PROC 5028193-82.2023.4.04.0000;2;1;indenizacao-contribuicoes-atraso
PORTARIA 188/2020;2;1;lei-14128-covid-saude
PORTARIA 913/2022;2;1;lei-14128-covid-saude
LEI 14010/2020;2;1;lei-14128-covid-saude
RE 627709;2;2;mandado-seguranca-previdenciario, ms-competencia-autoridade-coatora
PROC 5023377-89.2020.4.03.0000;2;1;ms-competencia-autoridade-coatora
PROC 5000864-04.2019.4.03.6131;2;1;ms-competencia-autoridade-coatora
PROC 5000361-55.2024.4.03.6115;2;1;ms-competencia-autoridade-coatora
PROC 5014872-59.2022.4.03.6105;2;1;ms-competencia-autoridade-coatora
PROC 5008294-33.2020.4.03.0000;2;1;ms-competencia-autoridade-coatora
PROC 5015986-83.2020.4.03.0000;2;1;ms-competencia-autoridade-coatora
PORTARIA 765/2025;2;1;ntep-nexo-acidentario
SUMULA 501/STF;2;1;ntep-nexo-acidentario
SUMULA 15/STJ;2;1;ntep-nexo-acidentario
DECRETO 6957/2009;2;1;ntep-nexo-acidentario
QO 28/TNU;2;1;pedilef-cotejo-analitico-tnu
QO 2/TNU;2;1;pedilef-cotejo-analitico-tnu
QO 46/TNU;2;1;pedilef-cotejo-analitico-tnu
QO 14/TNU;2;1;pedilef-cotejo-analitico-tnu
QO 23/TNU;2;1;pedilef-cotejo-analitico-tnu
TEMA 39/TNU;2;1;pensao-por-morte
TEMA 118/TNU;2;1;pensao-por-morte
TEMA 284/TNU;2;1;pensao-por-morte
TEMA 114/TNU;2;1;pensao-por-morte
PROC 5015395-67.2021.4.04.7208;2;2;pensao-por-morte, periodo-graca-qualidade-segurado
PEDILEF 0015774-47.2023.4.05.8000/;2;2;pensao-por-morte, periodo-graca-qualidade-segurado
PROC 0015774-47.2023.4.05.8000;2;2;pensao-por-morte, periodo-graca-qualidade-segurado
PEDILEF 0015774-47;2;1;periodo-graca-qualidade-segurado
PEDILEF 0002300-36;2;1;periodo-graca-qualidade-segurado
PORTARIA 27/2021;2;1;perspectiva-genero-previdenciario
PEDILEF 5053159-26;2;2;precedentes-previdenciarios, reafirmacao-der
PROC 5011644-55.2019.4.04.7204;2;2;precedentes-previdenciarios, reafirmacao-der
RESP 1847731;2;1;precedentes-previdenciarios
RESP 1880529;2;1;precedentes-previdenciarios
RESP 2192331;2;1;precedentes-previdenciarios
PROC 5020232-32.2019.4.04.0000;2;1;precedentes-previdenciarios
ENUNCIADO 15/CRPS;2;1;segurado-especial-rural
PUIL 1001293-53.2020.4.01.3805/;2;1;segurado-especial-rural
PROC 1001293-53.2020.4.01.3805;2;1;segurado-especial-rural
PUIL 5009034-30.2021.4.03.6119;2;1;segurado-especial-rural
PROC 5009034-30.2021.4.03.6119;2;1;segurado-especial-rural
PROC 5031617-51.2018.4.04.7100;2;1;segurado-especial-rural
ARE 1500973;2;1;segurado-especial-rural
TEMA 297/STJ;2;1;segurado-especial-rural
LEI 9250/1995;2;1;tributacao-beneficios-previdenciarios
RE 614406;2;1;tributacao-beneficios-previdenciarios
RESP 1836364;2;1;tributacao-beneficios-previdenciarios
RESP 1116620;2;1;tributacao-beneficios-previdenciarios
LEI 14126/2021;2;1;tributacao-beneficios-previdenciarios
RESP 1507320;2;1;tributacao-beneficios-previdenciarios
EC 19/1998;1;1;base-acumulacao-beneficios-ec103-art24
EC 18/1998;1;1;base-acumulacao-beneficios-ec103-art24
SUMULA VINCULANTE 33;1;1;base-acumulacao-beneficios-ec103-art24
ADI 1721;1;1;base-aposentadoria-especial-transicao-ec103
TEMA 1036/STJ;1;1;base-aposentadoria-pcd-lc142
TEMA 452/TNU;1;1;base-aposentadoria-pcd-lc142
PUIL 5001623-70.2014.4.04.7000;1;1;base-aposentadoria-transicao-ec103
PROC 5001623-70.2014.4.04.7000;1;1;base-aposentadoria-transicao-ec103
SUMULA 239/STF;1;1;base-auxilio-acidente-b94-pos-reforma
TEMA 74/TNU;1;1;base-bpc-impedimento-longo-prazo
DECRETO 6564;1;1;base-bpc-loas-requisitos
DECRETO 7617;1;1;base-bpc-loas-requisitos
DECRETO 8805;1;1;base-bpc-loas-requisitos
DECRETO 9462;1;1;base-bpc-loas-requisitos
DECRETO 10554;1;1;base-bpc-loas-requisitos
LEI 10406/2002;1;1;base-bpc-loas-requisitos
ADI 7765;1;1;base-bpc-pbf-anuencia-in54-2026
ADI 5751;1;1;base-bpc-pbf-anuencia-in54-2026
LEI 10836/2004;1;1;base-bpc-renda-per-capita-miserabilidade
PORTARIA 1145/2025;1;1;base-cadastro-domiciliar-cadunico-in21-2026
IN 18/2026;1;1;base-cadastro-domiciliar-cadunico-in21-2026
DECRETO 9492;1;1;base-canais-falabr-corregedoria-cgu
DECRETO 9723;1;1;base-canais-falabr-corregedoria-cgu
DECRETO 11529;1;1;base-canais-falabr-corregedoria-cgu
ADPF 690;1;1;base-canais-falabr-corregedoria-cgu
RESP 1110547;1;1;base-canais-falabr-corregedoria-cgu
LEI 8878/1994;1;1;base-cnis-acerto-indicadores
PORTARIA 1400/2024;1;1;base-contagem-reciproca-rgps-rpps
PORTARIA 1054/2022;1;1;base-contagem-reciproca-rgps-rpps
DECRETO 77077;1;1;base-contribuinte-em-dobro-lops-art9
TEMA 1116/STJ;1;1;base-cpc-acao-rescisoria-previdenciaria
RESP 1727064;1;1;base-cpc-fato-superveniente-art493
RESP 1727069;1;1;base-cpc-fato-superveniente-art493
TEMA 33/STF;1;1;base-cpc-fato-superveniente-art493
RE 638115;1;1;base-cpc-tutela-provisoria-previdenciaria
LEI 6514/1977;1;1;base-especial-agentes-biologicos
PEDILEF 5000864;1;1;base-especial-agentes-biologicos
LEI 6938/1981;1;1;base-especial-agentes-quimicos
PEDILEF 0136882-97.2017.4.02.5167/;1;1;base-especial-agentes-quimicos
PROC 0136882-97.2017.4.02.5167;1;1;base-especial-agentes-quimicos
PEDILEF 0000896-82.2018.4.01.3804;1;1;base-especial-eletricidade-periculosidade
IN 78/2002;1;1;base-especial-ppp-mudanca-layout-historico
SUMULA VINCULANTE 9;1;1;base-especial-ruido
RESP 1398260;1;1;base-especial-ruido
TEMA 698/STF;1;1;base-especial-ruido
DECRETO 83080/1979;1;1;base-especial-ruido
PEDILEF 0001717.;1;1;base-especial-ruido
RESP 1112886;1;1;base-fungibilidade-previdenciaria
SUMULA 47/STJ;1;1;base-honorarios-contratuais-cobranca
SUMULA 378/STJ;1;1;base-incapacidade-acidentaria-b92
PORTARIA 914/2021;1;1;base-incapacidade-b31-temporaria
ENUNCIADO 24/FONAJEF;1;1;base-jef-trf3-manual-2025
ENUNCIADO 9/FONAJEF;1;1;base-jef-trf3-manual-2025
ENUNCIADO 22/FONAJEF;1;1;base-jef-trf3-manual-2025
PORTARIA 37/2022;1;1;base-jef-trf3-manual-2025
LEI 13876/2019;1;1;base-jef-trf3-manual-2025
LEI 13300/2016;1;1;base-juros-correcao-monetaria
DECRETO 62755;1;1;base-legislacao-fontes-primarias
LC 75/1993;1;1;base-mpf-pfdc-prm-defesa-segurado
LEI 8625/1993;1;1;base-mpf-pfdc-prm-defesa-segurado
RESP 1075295;1;1;base-mpf-pfdc-prm-defesa-segurado
RESP 1412523;1;1;base-mpf-pfdc-prm-defesa-segurado
RESP 1473846;1;1;base-mpf-pfdc-prm-defesa-segurado
RESP 1114967;1;1;base-mpf-pfdc-prm-defesa-segurado
LEI 12529/2011;1;1;base-mpf-pfdc-prm-defesa-segurado
ADI 6038;1;1;base-notificacao-extrajudicial-mapeamento-institucional
RESP 1348557;1;1;base-notificacao-extrajudicial-mapeamento-institucional
RESP 1567493;1;1;base-notificacao-extrajudicial-mapeamento-institucional
RESP 1075629;1;1;base-notificacao-extrajudicial-mapeamento-institucional
RESP 1157527;1;1;base-notificacao-extrajudicial-mapeamento-institucional
SUMULA 340/STJ;1;1;base-pensao-por-morte-pos-reforma
RE 605867;1;1;base-pensao-por-morte-pos-reforma
RESP 1388030;1;1;base-pensao-por-morte-uniao-estavel-prova
DECRETO 9765/2019;1;1;base-pericia-medica-federal-telepericia
LEI 10480/2002;1;1;base-pfe-inss-anpd-dpu-conade
DECRETO 11328/2023;1;1;base-pfe-inss-anpd-dpu-conade
LEI 13844/2019;1;1;base-pfe-inss-anpd-dpu-conade
RE 593443;1;1;base-pfe-inss-anpd-dpu-conade
ADI 6387;1;1;base-pfe-inss-anpd-dpu-conade
RESP 1997793;1;1;base-pfe-inss-anpd-dpu-conade
RESP 2014849;1;1;base-pfe-inss-anpd-dpu-conade
RESP 1823058;1;1;base-pfe-inss-anpd-dpu-conade
RESP 1945030;1;1;base-pfe-inss-anpd-dpu-conade
EC 80/2014;1;1;base-pfe-inss-anpd-dpu-conade
TEMA 544/STJ;1;1;base-precedentes-catalogo-vinculantes
TEMA 966/STJ;1;1;base-precedentes-catalogo-vinculantes
TEMA 1117/STJ;1;1;base-precedentes-catalogo-vinculantes
TEMA 942/STF;1;1;base-precedentes-catalogo-vinculantes
TEMA 998/STJ;1;1;base-precedentes-catalogo-vinculantes
TEMA 1096/STF;1;1;base-precedentes-catalogo-vinculantes
TEMA 21/STJ;1;1;base-precedentes-catalogo-vinculantes
TEMA 223/TNU;1;1;base-precedentes-catalogo-vinculantes
TEMA 377/TNU;1;1;base-precedentes-catalogo-vinculantes
TEMA 22/STJ;1;1;base-precedentes-catalogo-vinculantes
TEMA 213/STJ;1;1;base-precedentes-catalogo-vinculantes
TEMA 156/STJ;1;1;base-precedentes-catalogo-vinculantes
TEMA 644/STJ;1;1;base-precedentes-catalogo-vinculantes
TEMA 1362/STF;1;1;base-precedentes-catalogo-vinculantes
TEMA 285/TNU;1;1;base-precedentes-catalogo-vinculantes
TEMA 1013/STJ;1;1;base-precedentes-catalogo-vinculantes
TEMA 220/TNU;1;1;base-precedentes-catalogo-vinculantes
TEMA 343/TNU;1;1;base-precedentes-catalogo-vinculantes
TEMA 1083/STF;1;1;base-precedentes-catalogo-vinculantes
TEMA 1232/STJ;1;1;base-precedentes-catalogo-vinculantes
TEMA 30/TNU;1;1;base-precedentes-catalogo-vinculantes
TEMA 66/TNU;1;1;base-precedentes-catalogo-vinculantes
TEMA 375/TNU;1;1;base-precedentes-catalogo-vinculantes
PEDILEF 0521830-35.2020.4.05.8100;1;1;base-precedentes-catalogo-vinculantes
TEMA 58/TNU;1;1;base-precedentes-catalogo-vinculantes
PEDILEF 0521830-35.2020.4.05.8100.;1;1;base-precedentes-catalogo-vinculantes
LEI 12188/2010;1;1;base-precedentes-catalogo-vinculantes
LC 51/1985;1;1;base-precedentes-catalogo-vinculantes
LEI 6367/1976;1;1;base-precedentes-catalogo-vinculantes
EC 18/1981;1;1;base-precedentes-catalogo-vinculantes
LC 51;1;1;base-precedentes-catalogo-vinculantes
SUMULA 44/STJ;1;1;base-precedentes-catalogo-vinculantes
LEI 9711/1998;1;1;base-precedentes-catalogo-vinculantes
SUMULA 576/STJ;1;1;base-precedentes-catalogo-vinculantes
SUMULA 17/TNU;1;1;base-precedentes-catalogo-vinculantes
RE 597389;1;1;base-precedentes-catalogo-vinculantes
SUMULA 70/TNU;1;1;base-precedentes-catalogo-vinculantes
SUMULA 78/TNU;1;1;base-precedentes-catalogo-vinculantes
SUMULA 33/TNU;1;1;base-precedentes-catalogo-vinculantes
SUMULA 82/TNU;1;1;base-precedentes-catalogo-vinculantes
SUMULA 74/TNU;1;1;base-precedentes-catalogo-vinculantes
DECRETO 8123/2013;1;1;base-precedentes-catalogo-vinculantes
TEMA 100/TNU;1;1;base-precedentes-catalogo-vinculantes
ADI 5755;1;1;base-precedentes-catalogo-vinculantes
LEI 13463/2017;1;1;base-precedentes-catalogo-vinculantes
SUMULA 81/TNU;1;1;base-precedentes-catalogo-vinculantes
LEI 13847/2019;1;1;base-precedentes-catalogo-vinculantes
PROC 0002320-59.2012.4.03.6183;1;1;base-precedentes-catalogo-vinculantes
PUIL 1028473-09.2022.4.01.3600.;1;1;base-puil-pedilef-vedacao-materia-processual
SUMULA 378/TST;1;1;base-reabilitacao-profissional
MP 201/1999;1;1;base-revisao-vida-toda-rvt
RESP 1682738;1;1;base-rpps-na-otica-do-rgps
LEI 11941/2009;1;1;base-rt-ajuizamento-vinculo-previdenciario
LEI 14181/2021;1;1;base-rubricas-pagamento-inss
ADI 5794;1;1;base-rubricas-pagamento-inss
SUMULA 207/STF;1;1;base-salario-contribuicao-limites
SUMULA 688/STF;1;1;base-salario-contribuicao-limites
RE 220742;1;1;base-salario-familia-quota
LEI 10421/2002;1;1;base-salario-maternidade-pos-reforma
LEI 5868/1972;1;1;base-segurado-especial-autodeclaracao-arts-92-93-94
PORTARIA 3/2021;1;1;base-segurado-especial-autodeclaracao-arts-92-93-94
SUMULA 12/TST;1;1;base-siglas-inss
LEI 2351/1987;1;1;base-siglas-inss
LEI 7789/1989;1;1;base-siglas-inss
DECRETO 2351/1987;1;1;base-siglas-inss
DECRETO 8539/2015;1;1;base-tema383-tnu-fundacentro-epi-biologicos
TEMA 326/TNU;1;1;base-termo-inicial-dib-por-especie
PEDILEF 200638007233053;1;1;base-tnu-admissibilidade-manual
PUIL 1.279/;1;1;base-tnu-admissibilidade-manual
ARE 850960;1;1;base-tnu-admissibilidade-manual
PROC 5011435-67.2011.4.04.7107;1;1;base-tnu-admissibilidade-manual
QO 56/TNU;1;1;base-tnu-admissibilidade-manual
LEI 13467/2017;1;1;base-tolueno-tema-382-tnu-via-cutanea
PORTARIA 1109/2016;1;1;base-tolueno-tema-382-tnu-via-cutanea
PROC 0000146-33.2015.4.03.9300;1;1;base-tru-trf3-sumulas-jurisprudencia
PROC 0000635-67.2015.4.03.9301;1;1;base-tru-trf3-sumulas-jurisprudencia
PROC 0000147-18.2015.4.03.9300;1;1;base-tru-trf3-sumulas-jurisprudencia
PROC 0000148-03.2015.4.03.9300;1;1;base-tru-trf3-sumulas-jurisprudencia
PROC 0000149-85.2015.4.03.9300;1;1;base-tru-trf3-sumulas-jurisprudencia
PROC 0000150-70.2015.4.03.9300;1;1;base-tru-trf3-sumulas-jurisprudencia
PROC 0000151-55.2015.4.03.9300;1;1;base-tru-trf3-sumulas-jurisprudencia
PROC 0000152-40.2015.4.03.9300;1;1;base-tru-trf3-sumulas-jurisprudencia
PROC 0000920-19.2014.4.03.6319;1;1;base-tru-trf3-sumulas-jurisprudencia
PROC 0001666-45.2014.4.03.6331;1;1;base-tru-trf3-sumulas-jurisprudencia
PROC 0006066-92.2014.4.03.6302;1;1;base-tru-trf3-sumulas-jurisprudencia
PROC 0010812-03.2014.4.03.6302;1;1;base-tru-trf3-sumulas-jurisprudencia
PROC 0063790-91.2013.4.03.6301;1;1;base-tru-trf3-sumulas-jurisprudencia
PROC 0092610-33.2007.4.03.6301;1;1;base-tru-trf3-sumulas-jurisprudencia
TEMA 533/STJ;1;1;base-tru-trf3-sumulas-jurisprudencia
LEI 14626/2023;1;1;analise-bpc-loas
DECRETO 8368/2014;1;1;analise-bpc-loas
PEDILEF 5006875-14.2022.4.04.7005/;1;1;analise-bpc-loas
PROC 5006875-14.2022.4.04.7005;1;1;analise-bpc-loas
PROC 5000875-90.2025.4.03.6141;1;1;analise-bpc-loas
PORTARIA 30/2015;1;1;aposentadoria-deficiencia
PROC 5009827-05.2022.4.04.9999;1;1;aposentadoria-deficiencia
PEDILEF 5009416-32.2013.4.04.7200/;1;1;aposentadoria-idade-hibrida
PROC 5009416-32.2013.4.04.7200;1;1;aposentadoria-idade-hibrida
IN 151/2023;1;1;aposentadoria-idade-hibrida
RE 1298832;1;1;aposentadoria-idade-hibrida
PROC 1002203-88.2021.4.01.9999;1;1;aposentadoria-idade-hibrida
LEI 11738/2008;1;1;aposentadoria-professor-rgps
RE 1221630;1;1;aposentadoria-professor-rgps
PROC 5000515-77.2024.4.04.7204;1;1;aposentadoria-professor-rgps
DECRETO 12686/2025;1;1;aposentadoria-professor-rgps
PORTARIA 09/2014;1;1;auditoria-ppp
PUIL 5000733/;1;1;auxilio-acidente-b94
PUIL 5026380/;1;1;auxilio-acidente-b94
PROC 5034174-92.2023.4.04.0000;1;1;auxilio-acidente-b94
PUIL 0520365-59.2018.4.05.8100.;1;1;auxilio-acidente-b94
PUIL 0520365-59.2018.4.05.8100;1;1;auxilio-acidente-b94
PUIL 5003395-11.2020.4.04.7001;1;1;auxilio-reclusao-previdenciario
TEMA 1017/STF;1;1;auxilio-reclusao-previdenciario
ARE 1163485;1;1;auxilio-reclusao-previdenciario
RESP 1971856;1;1;auxilio-reclusao-previdenciario
RESP 1971857;1;1;auxilio-reclusao-previdenciario
PUIL 5003395-11.2020.4.04.7001.;1;1;auxilio-reclusao-previdenciario
TEMA 73/TNU;1;1;bpc-renda-grupo-familiar
PUIL 0016896-32.2022.4.05.8000/;1;1;bpc-renda-grupo-familiar
PROC 0016896-32.2022.4.05.8000;1;1;bpc-renda-grupo-familiar
PEDILEF 0517397-48.2012.4.05.8300;1;1;bpc-renda-grupo-familiar
PEDILEF 0068530-58.2014.4.03.6301;1;1;bpc-renda-grupo-familiar
PROC 0517397-48.2012.4.05.8300;1;1;bpc-renda-grupo-familiar
PROC 0068530-58.2014.4.03.6301;1;1;bpc-renda-grupo-familiar
PROC 1005191-76.2021.4.01.3502;1;1;bpc-renda-grupo-familiar
RESP 1355052;1;1;bpc-renda-grupo-familiar
TEMA 38/TNU;1;1;bpc-renda-grupo-familiar
ENUNCIADO 16/CRPS;1;1;bpc-renda-grupo-familiar
PROC 1011870-59.2025.4.01.9999;1;1;bpc-renda-grupo-familiar
PUIL 5000078;1;1;contribuicoes-complementacao-ec103
PUIL 5000078-47.2022.4.04.7126;1;1;contribuicoes-complementacao-ec103
PUIL 1001783-60.2024.4.01.3506/;1;1;contribuicoes-complementacao-ec103
PROC 1001783-60.2024.4.01.3506;1;1;contribuicoes-complementacao-ec103
PROC 5007116-46.2016.4.04.7114;1;1;contribuicoes-complementacao-ec103
PORTARIA 1080/2022;1;1;contribuinte-individual-in128
LEI 11959/2009;1;1;contribuinte-individual-in128
RESP 1648336;1;1;decadencia-revisao-previdenciaria
RESP 1644191;1;1;decadencia-revisao-previdenciaria
IN 45/2010;1;1;decadencia-revisao-previdenciaria
PEDILEF 5003556-15.2011.4.04.7008/;1;1;decadencia-revisao-previdenciaria
PROC 5003556-15.2011.4.04.7008;1;1;decadencia-revisao-previdenciaria
PROC 5031598-97.2021.4.04.0000;1;1;decadencia-revisao-previdenciaria
RESP 2178138;1;1;decadencia-revisao-previdenciaria
RESP 2205049;1;1;decadencia-revisao-previdenciaria
MP 1523-9/1997;1;1;decadencia-revisao-previdenciaria
ENUNCIADO 225/FONAJEF;1;1;defesa-probatoria-especial
PUIL 5012678.;1;1;defesa-probatoria-especial
RESP 2080584;1;1;defesa-probatoria-especial
PROC 5043858-07.2024.4.04.0000;1;1;defesa-probatoria-especial
PROC 5001814-57.2022.4.04.7108;1;1;defesa-probatoria-especial
PEDILEF 5003231;1;1;defesa-probatoria-especial
PEDILEF 0001717-15;1;1;defesa-probatoria-especial
LEI 13296/2008;1;1;deficiencia-auditiva-previdenciaria
PORTARIA 2073/2004;1;1;deficiencia-auditiva-previdenciaria
LEI 14183/2021;1;1;direitos-pcd-previdenciarios
DECRETO 9508/2018;1;1;direitos-pcd-previdenciarios
LEI 8080/1990;1;1;direitos-pcd-previdenciarios
IN 133/2022;1;1;documentos-comprobatorios-in128
RESP 1943178;1;1;documentos-comprobatorios-in128
ENUNCIADO 71/FONAJEF;1;1;execucao-cumprimento-previdenciario
DECRETO 6042/2007;1;1;formacao-documentacao-did-pcd
SUMULA 47/STF;1;1;honorarios-contrato-previdenciario
SUMULA VINCULANTE 47;1;1;honorarios-contrato-previdenciario
RESP 400687;1;1;honorarios-contrato-previdenciario
RESP 1070661;1;1;honorarios-contrato-previdenciario
RESP 532377;1;1;honorarios-contrato-previdenciario
RESP 1437413;1;1;honorarios-contrato-previdenciario
RESP 1346171;1;1;honorarios-contrato-previdenciario
RESP 1882117;1;1;honorarios-contrato-previdenciario
RESP 1870793;1;1;impugnacao-cumprimento-concomitantes
RE 567360;1;1;impugnacao-cumprimento-concomitantes
PROC 5001161-52.2025.4.03.6114;1;1;impugnacao-cumprimento-concomitantes
PROC 5053709-78.2021.4.03.9999;1;1;impugnacao-cumprimento-concomitantes
TEMA 1254/STJ;1;1;incidentes-instrucao-crps
RESP 1596774;1;1;incidentes-instrucao-crps
PROC 5011739-64.2017.4.03.0000;1;1;incidentes-instrucao-crps
RESP 2034210;1;1;incidentes-instrucao-crps
PORTARIA 1382/2021;1;1;indenizacao-contribuicoes-atraso
PROC 5012705-83.2021.4.04.7202;1;1;indenizacao-contribuicoes-atraso
PROC 5001692-89.2019.4.04.7127;1;1;indenizacao-contribuicoes-atraso
LEI 5859/1972;1;1;indenizacao-contribuicoes-atraso
DECRETO 71885/1973;1;1;indenizacao-contribuicoes-atraso
RESP 1914019;1;1;indenizacao-contribuicoes-atraso
RESP 1682678;1;1;indenizacao-contribuicoes-atraso
IN 141/2022;1;1;inss-canais-atendimento
DECRETO 9830/2019;1;1;inss-canais-atendimento
DECRETO 9094/2017;1;1;lei-13460-usuario-servico-publico
ADI 6970;1;1;lei-14128-covid-saude
PEDILEF 5013781;1;1;lei-14128-covid-saude
LC 101/2000;1;1;lei-14128-covid-saude
EC 106/2020;1;1;lei-14128-covid-saude
PEDILEF 5013781-29.2023.4.02.5101/;1;1;lei-14128-covid-saude
PROC 5013781-29.2023.4.02.5101;1;1;lei-14128-covid-saude
PROC 5001042-87.2023.4.03.6138;1;1;lei-14128-covid-saude
PROC 0800560-66.2022.4.05.8501;1;1;lei-14128-covid-saude
PROC 1004648-56.2022.4.06.3807;1;1;lei-14128-covid-saude
SUMULA 278/STJ;1;1;lei-14128-covid-saude
RESP 1836016;1;1;lei-14128-covid-saude
RE 1426083;1;1;lei-14128-covid-saude
PORTARIA 264/2013;1;1;mandado-seguranca-previdenciario
PROC 6003549-68.2024.4.06.3815;1;1;mandado-seguranca-previdenciario
PROC 5003880-91.2023.4.04.7005;1;1;mandado-seguranca-previdenciario
PROC 5006303-14.2020.4.04.7204;1;1;mandado-seguranca-previdenciario
PROC 5008662-92.2024.4.04.7107;1;1;mandado-seguranca-previdenciario
PROC 1004475-66.2022.4.01.3000;1;1;mandado-seguranca-previdenciario
PROC 5001807-05.2025.4.03.6133;1;1;mandado-seguranca-previdenciario
RESP 1293389;1;1;mandado-seguranca-previdenciario
PROC 5006814-58.2024.4.04.7208;1;1;mandado-seguranca-previdenciario
LEI 1079/1950;1;1;mandado-seguranca-previdenciario
RE 736971;1;1;ms-competencia-autoridade-coatora
PROC 5002861-51.2020.4.03.6110;1;1;ms-competencia-autoridade-coatora
PROC 5005045-10.2020.4.03.6100;1;1;ms-competencia-autoridade-coatora
TEMA 125/TST;1;1;ntep-nexo-acidentario
PROC 0020465-17.2022.5.04.0521;1;1;ntep-nexo-acidentario
LEI 11430/2006;1;1;ntep-nexo-acidentario
PROC 1009325-32.2025.8.26.0381;1;1;orientacao-cliente-pericia
LEI 10839/2003;1;1;orientacao-cliente-pericia
QO 27/TNU;1;1;pedilef-cotejo-analitico-tnu
QO 11/TNU;1;1;pedilef-cotejo-analitico-tnu
QO 29/TNU;1;1;pedilef-cotejo-analitico-tnu
QO 33/TNU;1;1;pedilef-cotejo-analitico-tnu
QO 31/TNU;1;1;pedilef-cotejo-analitico-tnu
QO 44/TNU;1;1;pedilef-cotejo-analitico-tnu
QO 25/TNU;1;1;pedilef-cotejo-analitico-tnu
QO 15/TNU;1;1;pedilef-cotejo-analitico-tnu
QO 6/TNU;1;1;pedilef-cotejo-analitico-tnu
QO 1/TNU;1;1;pedilef-cotejo-analitico-tnu
QO 7/TNU;1;1;pedilef-cotejo-analitico-tnu
QO 8/TNU;1;1;pedilef-cotejo-analitico-tnu
QO 21/TNU;1;1;pedilef-cotejo-analitico-tnu
QO 30/TNU;1;1;pedilef-cotejo-analitico-tnu
QO 34/TNU;1;1;pedilef-cotejo-analitico-tnu
QO 42/TNU;1;1;pedilef-cotejo-analitico-tnu
QO 45/TNU;1;1;pedilef-cotejo-analitico-tnu
